DescriptorName,TreeNumber
Parmeliaceae,B01.300.340.458
"Amlodipine, Valsartan Drug Combination",D03.383.129.617.850.500
"Amlodipine, Valsartan Drug Combination",D03.383.725.203.065.750
"Amlodipine, Valsartan Drug Combination",D12.125.070.950.550.500
"Amlodipine, Valsartan Drug Combination",D12.125.142.930.500.500
"Amlodipine, Valsartan Drug Combination",D26.310.094
Eugenia,B01.875.800.575.912.250.773.374
"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",D20.215.894.815.455
"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",D20.215.894.899.498.500
Kombucha Tea,D20.215.784.844.500
Kombucha Tea,G07.203.100.559.906
Kombucha Tea,G07.203.100.831.500
Kombucha Tea,G07.203.200.563.906
Kombucha Tea,J02.200.559.906
Kombucha Tea,J02.200.831.500
Kombucha Tea,J02.350.594.906
Fingolimod Hydrochloride,D02.033.100.700.350
Fingolimod Hydrochloride,D02.033.455.706.431
Fingolimod Hydrochloride,D02.092.063.700.350
Imatinib Mesylate,D02.065.277.456
Imatinib Mesylate,D02.241.223.100.100.435
Imatinib Mesylate,D02.455.426.559.389.127.085.465
Imatinib Mesylate,D03.383.606.405
Imatinib Mesylate,D03.383.742.349
Trastuzumab,D12.776.124.486.485.114.224.060.875
Trastuzumab,D12.776.124.790.651.114.224.060.875
Trastuzumab,D12.776.377.715.548.114.224.200.875
Adalimumab,D12.776.124.486.485.114.224.060.250
Adalimumab,D12.776.124.790.651.114.224.060.250
Adalimumab,D12.776.377.715.548.114.224.200.250
"Isophane Insulin, Human",D06.472.699.587.200.300.200.500
"Isophane Insulin, Human",D06.472.699.587.200.500.625.500.500
"Isophane Insulin, Human",D12.644.548.586.200.300.200.500
"Isophane Insulin, Human",D12.644.548.586.200.500.625.500.500
"Animals, Exotic",B01.050.050.126
Paliperidone Palmitate,D03.383.129.385.650
Paliperidone Palmitate,D03.383.742.592
Immunosenescence,G07.345.124.390
Immunosenescence,G12.460.500
Canagliflozin,D02.886.778.075
Canagliflozin,D03.383.903.075
Canagliflozin,D09.408.348.113
Iridescence,G01.590.310
Raltegravir Potassium,D03.383.773.812.752
"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination",D02.078.370.141.450.500
"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination",D03.383.129.799.725.500
"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination",D03.383.679.875.500
"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination",D26.310.750
Sitagliptin Phosphate,D03.383.129.799.725
Sitagliptin Phosphate,D03.383.679.875
Spatial Regression,E05.318.740.750.862
Spatial Regression,E05.318.740.933.375
Spatial Regression,N05.715.360.750.695.825
Spatial Regression,N05.715.360.750.746.375
Spatial Regression,N06.850.520.830.750.862
Spatial Regression,N06.850.520.830.933.375
Theranostic Nanomedicine,E01.894
Theranostic Nanomedicine,E02.785.500
Theranostic Nanomedicine,E02.921
Theranostic Nanomedicine,H01.603.600.500
Theranostic Nanomedicine,H02.403.200.700.500
Theranostic Nanomedicine,H02.403.845
Theranostic Nanomedicine,J01.897.520.600.600.500
Cosmeceuticals,D26.074
Cosmeceuticals,D27.720.269.285
Prisoner Dilemma,E05.385.500
"Games, Recreational",I03.450.642.693.465
Return to Sport,I03.450.642.845.605
Body Weight Maintenance,G07.345.249.314.120.250
Concierge Medicine,N04.452.758.708.450.500
Smartphone,L01.224.230.260.550.500.750
Smartphone,L01.462.500.847.698.300.250
Humidifiers,E07.451
Humidifiers,J01.494.650
Acculturation,I01.076.201.450.050
Acculturation,I01.880.853.100.079
Insulin Glargine,D06.472.699.587.200.300.100
Insulin Glargine,D12.644.548.586.200.300.100
Lurasidone Hydrochloride,D02.886.675.414
Lurasidone Hydrochloride,D03.383.129.708.414
Lurasidone Hydrochloride,D03.633.100.513.437
Insulin Detemir,D06.472.699.587.200.300.050
Insulin Detemir,D12.644.548.586.200.300.050
Vardenafil Dihydrochloride,D03.383.129.308.980
Vardenafil Dihydrochloride,D03.383.606.960
Atorvastatin,D03.383.129.578.075
Atorvastatin,D10.251.450.200
"Fractures, Multiple",C26.404.280
"Fractures, Multiple",C26.640.500
Memory Consolidation,F02.463.425.540.305.500
Seroconversion,G12.800
Radiation Exposure,G01.750.748
Radiation Exposure,N06.850.460.350.850
Health Smart Cards,E05.318.308.940.968.625.750
Health Smart Cards,L01.313.500.750.300.695.300
Health Smart Cards,N04.452.653.250
Health Smart Cards,N04.452.859.564.650.250
Health Smart Cards,N05.715.360.300.715.500.530.500
Health Smart Cards,N06.850.520.308.940.968.625.500
Type I Secretion Systems,D05.500.890.500.500
Type II Secretion Systems,D05.500.890.500.750
Gastrointestinal Microbiome,G06.591.375
Gastrointestinal Microbiome,G16.500.275.157.049.100.500.375
Gastrointestinal Microbiome,N06.230.124.049.100.500.250
Contraceptive Prevalence Surveys,E05.318.308.980.313
Contraceptive Prevalence Surveys,N05.715.360.300.800.313
Contraceptive Prevalence Surveys,N06.850.520.308.980.313
Pericardial Fluid,A07.541.795.500
Pericardial Fluid,A10.615.789.470.500
Pericardial Fluid,A12.207.270.651
Arthrocentesis,E01.370.225.998.329.465
Arthrocentesis,E02.800.550.310
Arthrocentesis,E04.665.600.465
Arthrocentesis,E05.200.998.329.465
Thoracentesis,E01.370.225.998.329.810
Thoracentesis,E02.800.550.810
Thoracentesis,E04.665.600.810
Thoracentesis,E05.200.998.329.810
Superficial Musculoaponeurotic System,A01.456.505.875
Superficial Musculoaponeurotic System,A01.598.500
Podosomes,A11.284.180.695
Podosomes,A11.436.275.841
Plantar Plate,A02.165.308.650
Plantar Plate,A02.513.514.538
Plantar Plate,A02.835.583.378.531.500
Plantar Plate,A02.835.583.378.900.500
Plantar Plate,A02.835.583.512.538
Plantar Plate,A10.165.382.350.400
Plantar Plate,A10.165.669.514.538
Fallopia,B01.875.800.575.912.250.825.359
Arterial Switch Operation,E04.100.376.031
Arterial Switch Operation,E04.928.220.055
Drug Resistant Epilepsy,C10.228.140.490.125
Electrocorticography,E01.370.376.150
Electrocorticography,E01.370.405.243
Autoimmune Hypophysitis,C10.228.140.617.738.275.500
Autoimmune Hypophysitis,C19.700.419.500
Autoimmune Hypophysitis,C20.111.273
Canaliculitis,C11.496.221.500
Rituximab,D12.776.124.486.485.114.224.075.785
Rituximab,D12.776.124.790.651.114.224.075.785
Rituximab,D12.776.377.715.548.114.224.284.785
Protein Translocation Systems,D05.500.890
Infliximab,D12.776.124.486.485.114.224.608
Infliximab,D12.776.124.790.651.114.224.537
Infliximab,D12.776.377.715.548.114.224.642
Bortezomib,D01.029.260.110.500
Bortezomib,D01.132.285.500
Bortezomib,D02.203.200.500
Bortezomib,D03.383.679.450
Capecitabine,D03.383.742.680.245.500.425
Capecitabine,D03.383.742.698.875.404.425
Capecitabine,D13.570.230.329.313
Capecitabine,D13.570.685.245.500.425
Parasite Encystment,G07.345.500.550.875
Incisional Hernia,C23.300.707.945
Incisional Hernia,C23.550.767.500
Pyroptosis,G04.146.954.035.530
Plasmablastic Lymphoma,C04.557.386.480.150.585.500
Plasmablastic Lymphoma,C15.604.515.569.480.150.585.500
Plasmablastic Lymphoma,C20.683.515.761.480.150.585.500
Twin-Arginine-Translocation System,D05.500.890.750
Mammary Analogue Secretory Carcinoma,C04.557.470.200.588
Type III Secretion Systems,D05.500.890.500.875
Acne Conglobata,C17.800.030.150.500
Acne Conglobata,C17.800.794.111.500
Type IV Secretion Systems,D05.500.890.500.937
Type V Secretion Systems,D05.500.890.500.968
Mitochondrial Replacement Therapy,E02.875.800.750.350
Mitochondrial Replacement Therapy,E05.200.500.380.250
Mitochondrial Replacement Therapy,E05.393.085.250
Mitochondrial Replacement Therapy,E05.820.800.750.350
Self Expandable Metallic Stents,E07.695.750.750
Neurovascular Coupling,G09.330.100.159.500
Fused Kidney,C12.050.351.875.420
Fused Kidney,C12.200.706.445
Fused Kidney,C12.800.445
Fused Kidney,C16.131.939.445
Neuropathology,H01.158.610.184
Neuropathology,H02.403.600.250
Neuropathology,H02.403.650.375
Trachelectomy,E04.950.300.399.690
Deprescriptions,E02.319.243
Transitional Care,E02.760.169.812
Transitional Care,E02.760.940
Transitional Care,N02.421.585.169.812
Transitional Care,N02.421.585.940
Transitional Care,N04.590.233.727.210.812
Medical Overuse,N02.421.380.450
Medical Overuse,N05.300.150.395.450
Bone-Implant Interface,A02.835.232.022
Bone-Implant Interface,A10.165.265.183
Bone-Implant Interface,E07.695.125
Erlotinib Hydrochloride,D03.633.100.786.375
Quetiapine Fumarate,D02.886.680.702.500.500
Quetiapine Fumarate,D03.633.300.276.500
Linezolid,D02.065.064.463
Linezolid,D02.241.081.018.110.525
Linezolid,D03.383.129.462.600.550
Telerehabilitation,E02.760.169.063.500.891
Telerehabilitation,E02.831.891
Telerehabilitation,H02.403.680.600.937
Telerehabilitation,H02.403.840.850
Telerehabilitation,L01.462.500.847.652.850
Telerehabilitation,N02.421.784.840
Telerehabilitation,N04.590.374.800.850
Tympanocentesis,E01.370.225.998.329.905
Tympanocentesis,E02.800.550.905
Tympanocentesis,E04.665.600.905
Tympanocentesis,E05.200.998.329.905
Type VI Secretion Systems,D05.500.890.500.984
Type VII Secretion Systems,D05.500.890.500.992
Mitochondrial Ribosomes,A11.284.430.214.190.875.564.755
Mitochondrial Ribosomes,A11.284.430.214.190.875.811.370
Intravital Microscopy,E01.370.350.515.277
Intravital Microscopy,E05.595.185
Toxicological Phenomena,G07.690.936
Pharmacological Phenomena,G07.690.773
Ezetimibe,D03.383.082.301.550
Dasatinib,D02.886.675.184
Dasatinib,D03.383.129.708.198
Dasatinib,D03.383.742.148
Natalizumab,D12.776.124.486.485.114.224.060.813
Natalizumab,D12.776.124.790.651.114.224.060.813
Natalizumab,D12.776.377.715.548.114.224.200.813
Heptavalent Pneumococcal Conjugate Vaccine,D20.215.894.135.750.600.500
Heptavalent Pneumococcal Conjugate Vaccine,D20.215.894.815.410
Omalizumab,D12.776.124.486.485.114.071.500
Omalizumab,D12.776.124.486.485.114.224.060.844
Omalizumab,D12.776.124.790.651.114.071.500
Omalizumab,D12.776.124.790.651.114.224.060.844
Omalizumab,D12.776.377.715.548.114.071.500
Omalizumab,D12.776.377.715.548.114.224.200.844
Atomoxetine Hydrochloride,D02.092.831.085
Atazanavir Sulfate,D03.383.725.068
Atazanavir Sulfate,D12.644.456.157
Tiotropium Bromide,D02.145.074.722.822.887
Tiotropium Bromide,D03.132.889.601.887
Tiotropium Bromide,D03.605.084.500.722.822.887
Tiotropium Bromide,D03.605.869.822.887
Denosumab,D12.776.124.486.485.114.224.060.782
Denosumab,D12.776.124.790.651.114.224.060.782
Denosumab,D12.776.377.715.548.114.224.200.782
Cinacalcet,D02.455.426.559.847.638.183
Cinacalcet,D04.615.638.183
Liraglutide,D06.472.317.680.500.500.500
Long Term Adverse Effects,C23.550.543
Pathogen-Associated Molecular Pattern Molecules,D23.585
Ultrasonic Waves,G01.750.770.776.891
Darunavir,D02.065.884.438
Darunavir,D02.241.081.251.222
Darunavir,D02.886.590.700.400
Darunavir,D03.383.312.303
Palivizumab,D12.776.124.486.485.114.224.060.860
Palivizumab,D12.776.124.790.651.114.224.060.860
Palivizumab,D12.776.377.715.548.114.224.200.860
Silent Mutation,G05.365.590.803
Population Forecast,I01.320.500
Population Forecast,N01.224.667
Ranolazine,D02.065.199.092.850
Ranolazine,D02.092.146.113.092.850
Ranolazine,D03.383.606.841
"Teas, Herbal",D20.215.784.937
"Teas, Herbal",G07.203.100.950
"Teas, Herbal",J02.200.950
"Teas, Medicinal",G07.203.100.975
"Teas, Medicinal",J02.200.975
Bendamustine Hydrochloride,D02.241.081.114.625
Bendamustine Hydrochloride,D02.455.526.728.650.103
Bendamustine Hydrochloride,D03.633.100.103.123
Dimethyl Fumarate,D02.241.081.337.302.500
Olive Oil,D10.212.302.380.580
Olive Oil,D10.212.507.650
Olive Oil,D10.627.700.728
Olive Oil,G07.203.300.375.400.500
Olive Oil,J02.500.375.400.500
Solifenacin Succinate,D03.605.687.900
Solifenacin Succinate,D03.633.100.531.820.594
Febuxostat,D02.886.675.274
Febuxostat,D03.383.129.708.274
Red Meat,G07.203.300.600.813
Red Meat,J02.500.600.813
Fecal Microbiota Transplantation,E02.095.231
Desvenlafaxine Succinate,D02.033.415.510.500.303
Desvenlafaxine Succinate,D02.455.426.392.368.367.318.500
Desvenlafaxine Succinate,D02.455.426.559.389.657.265
Desvenlafaxine Succinate,D10.289.510.500.303
Medical-Surgical Nursing,H02.478.676.403
Medical-Surgical Nursing,N02.421.533.475
Venlafaxine Hydrochloride,D02.033.415.510.500.901
Venlafaxine Hydrochloride,D02.092.471.683.948
Venlafaxine Hydrochloride,D02.455.426.392.368.367.318.750
Venlafaxine Hydrochloride,D10.289.510.500.901
Neurosurgeons,M01.526.485.810.910.750
Neurosurgeons,N02.360.810.910.750
Colesevelam Hydrochloride,D02.092.050.500
Colesevelam Hydrochloride,D02.455.326.271.122.100.500
Radiation Dose Hypofractionation,E02.815.639.200.500
Sofosbuvir,D03.383.742.686.850.877.500
Sofosbuvir,D13.695.740.850.877.500
Sofosbuvir,D13.695.827.919.877.500
Re-Irradiation,E02.815.791
Re-Irradiation,E02.887.500
Linagliptin,D03.633.100.759.562
Linagliptin,D03.633.100.786.563
Lisdexamfetamine Dimesylate,D02.092.471.683.152.110.200.500
"Buprenorphine, Naloxone Drug Combination",D03.132.577.249.150.500
"Buprenorphine, Naloxone Drug Combination",D03.132.577.249.706.275
"Buprenorphine, Naloxone Drug Combination",D03.605.497.150.500
"Buprenorphine, Naloxone Drug Combination",D03.605.497.750.275
"Buprenorphine, Naloxone Drug Combination",D03.633.400.686.150.500
"Buprenorphine, Naloxone Drug Combination",D03.633.400.686.750.275
"Buprenorphine, Naloxone Drug Combination",D04.615.723.795.150.500
"Buprenorphine, Naloxone Drug Combination",D04.615.723.795.706.275
"Buprenorphine, Naloxone Drug Combination",D26.310.352
"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D02.705.429.906.750
"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D03.383.742.680.245.500.600.750
"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D03.633.100.759.138.881.750
"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D13.570.230.329.525.500
"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D13.570.685.245.500.600.500
"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D26.310.423
Origin of Life,G16.650
Origin of Life,I01.076.368.584.542
"Ezetimibe, Simvastatin Drug Combination",D02.455.426.559.847.638.400.900.500
"Ezetimibe, Simvastatin Drug Combination",D03.383.082.301.550.500
"Ezetimibe, Simvastatin Drug Combination",D04.615.638.400.900.500
"Ezetimibe, Simvastatin Drug Combination",D26.310.431
Abiraterone Acetate,D04.210.500.054.079.065
"Budesonide, Formoterol Fumarate Drug Combination",D02.033.100.291.425.250
"Budesonide, Formoterol Fumarate Drug Combination",D02.092.063.291.425.250
"Budesonide, Formoterol Fumarate Drug Combination",D04.210.500.745.745.654.105.500
"Budesonide, Formoterol Fumarate Drug Combination",D26.310.348
Vilazodone Hydrochloride,D03.383.606.980
Vilazodone Hydrochloride,D03.633.100.127.818
Vilazodone Hydrochloride,D03.633.100.473.957
International Law,I01.880.604.583.466
International Law,N03.706.535.533
Blog,V01.175.125
Blog,V02.170.250
Blog,V02.530.150.250
Adult Day Care Centers,J03.850.500
Adult Day Care Centers,N02.421.143.065
Infectious Encephalitis,C01.207.399
Infectious Encephalitis,C10.228.140.430.520
Infectious Encephalitis,C10.228.228.399
Infectious Encephalitis,C10.586.250.520
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D02.241.081.251.203.500
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D02.705.429.906.250
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D02.886.675.182.500
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D03.383.129.708.189.500
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D03.383.742.680.245.500.600.250
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D03.633.100.759.138.881.250
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D13.570.230.329.525.250
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D13.570.685.245.500.600.250
"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",D26.310.391
Cobicistat,D02.241.081.251.203
Cobicistat,D02.886.675.182
Cobicistat,D03.383.129.708.189
Ustekinumab,D12.776.124.486.485.114.224.060.937
Ustekinumab,D12.776.124.790.651.114.224.060.937
Ustekinumab,D12.776.377.715.548.114.224.200.937
Machine Learning,G17.035.250.500
Machine Learning,L01.224.050.375.530
Environmental Psychology,F04.096.628.033
Rivaroxaban,D02.886.778.727
Rivaroxaban,D03.383.533.640.713
Rivaroxaban,D03.383.903.727
Supervised Machine Learning,G17.035.250.500.500
Supervised Machine Learning,L01.224.050.375.530.500
"Injection, Intratympanic",E02.319.267.530.655
Travoprost,D10.251.355.255.550.775.500.175.500
Travoprost,D23.469.050.175.725.775.500.175.500
Travoprost,D23.469.700.670.175.500
Unsupervised Machine Learning,G17.035.250.500.750
Unsupervised Machine Learning,L01.224.050.375.530.750
Loteprednol Etabonate,D04.210.500.054.079.129.284
Health Equity,N04.590.374.350.500
Health Equity,N05.300.430.383
Morcellation,E04.502.648
Waterborne Diseases,C01.936
Ranibizumab,D12.776.124.486.485.114.224.060.868
Ranibizumab,D12.776.124.790.651.114.224.060.868
Ranibizumab,D12.776.377.715.548.114.224.200.868
Bimatoprost,D02.065.141
Bimatoprost,D10.251.355.255.550.775.500.175.250
Bimatoprost,D23.469.050.175.725.775.500.175.250
Bimatoprost,D23.469.700.670.175.250
Exposure to Violence,I01.880.735.900.869
Eszopiclone,D03.383.606.398
Eszopiclone,D03.383.679.600
Eszopiclone,D03.383.725.322
Pregabalin,D02.241.081.114.500.350.500
Pregabalin,D12.125.190.350.450
Unilateral Breast Neoplasms,C04.588.180.800
Unilateral Breast Neoplasms,C17.800.090.500.682
Filgrastim,D12.644.276.374.410.240.350.500
Filgrastim,D12.776.395.240.200.500
Filgrastim,D12.776.467.374.410.240.350.500
Filgrastim,D23.529.374.410.240.350.500
Adult Survivors of Child Adverse Events,M01.860.300
Round Ligaments,A02.513.901
Round Ligaments,A10.165.669.901
Round Ligament of Liver,A02.513.901.750
Round Ligament of Liver,A03.620.575
Round Ligament of Liver,A10.165.669.901.750
Round Ligament of Femur,A02.513.514.800
Round Ligament of Femur,A02.513.901.500
Round Ligament of Femur,A02.835.583.411.500
Round Ligament of Femur,A02.835.583.512.950
Round Ligament of Femur,A10.165.669.514.800
Round Ligament of Femur,A10.165.669.901.500
Abatacept,D12.776.124.790.651.114.580.225
Abatacept,D12.776.377.715.548.114.580.225
Presenteeism,F02.784.692.586
Presenteeism,F04.096.628.779.450
Crop Production,J01.040.227
Plant Breeding,J01.040.227.500
Crop Protection,J01.040.237
Working Poor,M01.987
Sevelamer,D02.092.782.634
Dabigatran,D03.383.725.192
Dabigatran,D03.633.100.103.280
Olopatadine Hydrochloride,D03.633.300.382.696
Simeprevir,D02.886.590.700.700
Simeprevir,D03.633.300.819
Pedestrians,M01.665
Undocumented Immigrants,M01.189.500
"Adipose Tissue, Beige",A10.165.114.161
"Adipocytes, Beige",A11.329.114.125
SEC Translocation Channels,D05.500.890.625
SEC Translocation Channels,D12.776.157.530.875
SEC Translocation Channels,D12.776.543.585.875
Degloving Injuries,C26.808.500
